text,intent
"Please, I'm not sure but how do i update my details?",account_update
Check my account balance,balance_inquiry
Money didn't go through,transaction_failed
I didn't receive OTP,otp_issue
Can I pay with mobile money?,payment_methods
URGENT: My account got locked,account_blocked
URGENT: Can I pay with mobile money?,payment_methods
TRANSFER NOT SUCCESSFUL!!!,transaction_failed
HELP ME RESET MY PASSWORD!!!,password_reset
Update email address,account_update
Help me reset my password,password_reset
"Please, I'm not sure but my account got locked",account_blocked
What payment methods do you accept?,payment_methods
Update email address,account_update
"Please, I'm not sure but what payment methods do you accept?",payment_methods
Loan options available?,loan_inquiry
URGENT: Requesting refund for a transaction,refund_request
I forgot my password,password_reset
"Please, I'm not sure but i didn't receive otp",otp_issue
"CAN'T LOG IN, PASSWORD NOT WORKING!!!",password_reset
"Please, I'm not sure but my account got locked",account_blocked
I FORGOT MY PASSWORD!!!,password_reset
I can't access my account,account_blocked
Can I pay with mobile money?,payment_methods
"Can't log in, password not working",password_reset
I see a suspicious transaction,fraud_report
URGENT: Unauthorized transaction detected,fraud_report
URGENT: I didn't receive OTP,otp_issue
My transaction failed,transaction_failed
How do I get a loan?,loan_inquiry
"Please, I'm not sure but check my account balance",balance_inquiry
URGENT: My account got locked,account_blocked
"Please, I'm not sure but i didn't receive otp",otp_issue
Money didn't go through,transaction_failed
URGENT: I can't access my account,account_blocked
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
I forgot my password,password_reset
URGENT: Loan options available?,loan_inquiry
"Please, I'm not sure but update email address",account_update
I can't access my account,account_blocked
URGENT: How do I get my money back?,refund_request
Help me reset my password,password_reset
VERIFICATION CODE NOT RECEIVED!!!,otp_issue
"Please, I'm not sure but verification code not received",otp_issue
I DIDN'T RECEIVE OTP!!!,otp_issue
"Please, I'm not sure but i can't access my account",account_blocked
Can I apply for a loan?,loan_inquiry
"Please, I'm not sure but otp not coming",otp_issue
Can I apply for a loan?,loan_inquiry
How much money do I have?,balance_inquiry
I WANT A REFUND!!!,refund_request
I FORGOT MY PASSWORD!!!,password_reset
URGENT: Update email address,account_update
"Can't log in, password not working",password_reset
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
"Please, I'm not sure but how do i get a loan?",loan_inquiry
Change my phone number,account_update
I forgot my password,password_reset
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
Verification code not received,otp_issue
How much money do I have?,balance_inquiry
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
URGENT: I forgot my password,password_reset
URGENT: My account got locked,account_blocked
Loan options available?,loan_inquiry
"Please, I'm not sure but how do i get my money back?",refund_request
Update email address,account_update
How do I get a loan?,loan_inquiry
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
"Please, I'm not sure but how do i get a loan?",loan_inquiry
MY TRANSACTION FAILED!!!,transaction_failed
URGENT: I forgot my password,password_reset
Can I apply for a loan?,loan_inquiry
What payment methods do you accept?,payment_methods
How do I get a loan?,loan_inquiry
URGENT: Verification code not received,otp_issue
URGENT: I forgot my password,password_reset
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
URGENT: Requesting refund for a transaction,refund_request
Can I pay with mobile money?,payment_methods
Unauthorized transaction detected,fraud_report
I didn't receive OTP,otp_issue
Can I pay with mobile money?,payment_methods
"Please, I'm not sure but otp not coming",otp_issue
"Please, I'm not sure but can i pay with mobile money?",payment_methods
URGENT: Transfer not successful,transaction_failed
"Please, I'm not sure but how do i update my details?",account_update
Check my account balance,balance_inquiry
I didn't receive OTP,otp_issue
My transaction failed,transaction_failed
URGENT: Why is my account blocked?,account_blocked
"Please, I'm not sure but check my account balance",balance_inquiry
URGENT: I forgot my password,password_reset
URGENT: Check my account balance,balance_inquiry
Do you accept debit cards?,payment_methods
URGENT: How do I update my details?,account_update
How much money do I have?,balance_inquiry
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
I FORGOT MY PASSWORD!!!,password_reset
I didn't receive OTP,otp_issue
Update email address,account_update
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
URGENT: I see a suspicious transaction,fraud_report
My transaction failed,transaction_failed
Help me reset my password,password_reset
Unauthorized transaction detected,fraud_report
"Please, I'm not sure but verification code not received",otp_issue
Transfer not successful,transaction_failed
URGENT: Verification code not received,otp_issue
HOW DO I GET A LOAN?!!!,loan_inquiry
Help me reset my password,password_reset
Change my phone number,account_update
URGENT: OTP not coming,otp_issue
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
URGENT: I see a suspicious transaction,fraud_report
Help me reset my password,password_reset
Change my phone number,account_update
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
URGENT: How do I get my money back?,refund_request
Requesting refund for a transaction,refund_request
I didn't receive OTP,otp_issue
URGENT: How do I get a loan?,loan_inquiry
I see a suspicious transaction,fraud_report
DO YOU ACCEPT DEBIT CARDS?!!!,payment_methods
"URGENT: Can't log in, password not working",password_reset
What payment methods do you accept?,payment_methods
CHECK MY ACCOUNT BALANCE!!!,balance_inquiry
Update email address,account_update
UPDATE EMAIL ADDRESS!!!,account_update
I can't access my account,account_blocked
I DIDN'T RECEIVE OTP!!!,otp_issue
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
HOW DO I UPDATE MY DETAILS?!!!,account_update
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
I didn't receive OTP,otp_issue
Can I apply for a loan?,loan_inquiry
URGENT: OTP not coming,otp_issue
Can I pay with mobile money?,payment_methods
What payment methods do you accept?,payment_methods
I want a refund,refund_request
I WANT A REFUND!!!,refund_request
"Please, I'm not sure but update email address",account_update
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
"Please, I'm not sure but my account got locked",account_blocked
I WANT A REFUND!!!,refund_request
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
"Please, I'm not sure but i can't access my account",account_blocked
Can I pay with mobile money?,payment_methods
HOW DO I GET A LOAN?!!!,loan_inquiry
How do I get a loan?,loan_inquiry
"Please, I'm not sure but i want a refund",refund_request
"Please, I'm not sure but what is my balance?",balance_inquiry
Transfer not successful,transaction_failed
URGENT: OTP not coming,otp_issue
Why is my account blocked?,account_blocked
URGENT: OTP not coming,otp_issue
"Please, I'm not sure but i can't access my account",account_blocked
I see a suspicious transaction,fraud_report
Help me reset my password,password_reset
I forgot my password,password_reset
URGENT: Unauthorized transaction detected,fraud_report
"Please, I'm not sure but i see a suspicious transaction",fraud_report
How much money do I have?,balance_inquiry
"Please, I'm not sure but why is my account blocked?",account_blocked
"Please, I'm not sure but requesting refund for a transaction",refund_request
URGENT: OTP not coming,otp_issue
Money didn't go through,transaction_failed
URGENT: Verification code not received,otp_issue
URGENT: How do I get a loan?,loan_inquiry
Check my account balance,balance_inquiry
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
URGENT: How do I update my details?,account_update
How do I get a loan?,loan_inquiry
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
TRANSFER NOT SUCCESSFUL!!!,transaction_failed
URGENT: I can't access my account,account_blocked
"Can't log in, password not working",password_reset
Help me reset my password,password_reset
What payment methods do you accept?,payment_methods
"URGENT: Can't log in, password not working",password_reset
I want a refund,refund_request
URGENT: Unauthorized transaction detected,fraud_report
CHANGE MY PHONE NUMBER!!!,account_update
UNAUTHORIZED TRANSACTION DETECTED!!!,fraud_report
"Please, I'm not sure but otp not coming",otp_issue
URGENT: How do I update my details?,account_update
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
DO YOU ACCEPT DEBIT CARDS?!!!,payment_methods
URGENT: How do I get a loan?,loan_inquiry
"Please, I'm not sure but i can't access my account",account_blocked
URGENT: Unauthorized transaction detected,fraud_report
"Please, I'm not sure but someone used my account",fraud_report
I can't access my account,account_blocked
URGENT: OTP not coming,otp_issue
URGENT: Unauthorized transaction detected,fraud_report
I see a suspicious transaction,fraud_report
URGENT: Loan options available?,loan_inquiry
URGENT: How do I get my money back?,refund_request
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
"Please, I'm not sure but i didn't receive otp",otp_issue
URGENT: Help me reset my password,password_reset
"Please, I'm not sure but why is my account blocked?",account_blocked
URGENT: Update email address,account_update
"Please, I'm not sure but verification code not received",otp_issue
"Please, I'm not sure but my account got locked",account_blocked
URGENT: Transfer not successful,transaction_failed
"Please, I'm not sure but how do i get a loan?",loan_inquiry
Check my account balance,balance_inquiry
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
URGENT: Check my account balance,balance_inquiry
Unauthorized transaction detected,fraud_report
URGENT: Check my account balance,balance_inquiry
URGENT: How do I get a loan?,loan_inquiry
URGENT: Update email address,account_update
"Please, I'm not sure but i didn't receive otp",otp_issue
What payment methods do you accept?,payment_methods
"Please, I'm not sure but i didn't receive otp",otp_issue
"Please, I'm not sure but how do i get my money back?",refund_request
HELP ME RESET MY PASSWORD!!!,password_reset
"Please, I'm not sure but verification code not received",otp_issue
"Please, I'm not sure but i see a suspicious transaction",fraud_report
Unauthorized transaction detected,fraud_report
URGENT: I can't access my account,account_blocked
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
"Please, I'm not sure but can i pay with mobile money?",payment_methods
Can I apply for a loan?,loan_inquiry
"Please, I'm not sure but check my account balance",balance_inquiry
UNAUTHORIZED TRANSACTION DETECTED!!!,fraud_report
"Please, I'm not sure but what payment methods do you accept?",payment_methods
URGENT: Transfer not successful,transaction_failed
HELP ME RESET MY PASSWORD!!!,password_reset
I FORGOT MY PASSWORD!!!,password_reset
"Please, I'm not sure but i can't access my account",account_blocked
I see a suspicious transaction,fraud_report
Check my account balance,balance_inquiry
"Please, I'm not sure but update email address",account_update
I see a suspicious transaction,fraud_report
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
URGENT: What is my balance?,balance_inquiry
CAN I APPLY FOR A LOAN?!!!,loan_inquiry
MY TRANSACTION FAILED!!!,transaction_failed
Money didn't go through,transaction_failed
Verification code not received,otp_issue
I didn't receive OTP,otp_issue
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
URGENT: I see a suspicious transaction,fraud_report
URGENT: Unauthorized transaction detected,fraud_report
Update email address,account_update
URGENT: Can I apply for a loan?,loan_inquiry
URGENT: Transfer not successful,transaction_failed
"Can't log in, password not working",password_reset
URGENT: Can I apply for a loan?,loan_inquiry
"CAN'T LOG IN, PASSWORD NOT WORKING!!!",password_reset
Help me reset my password,password_reset
I WANT A REFUND!!!,refund_request
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
I didn't receive OTP,otp_issue
"Please, I'm not sure but check my account balance",balance_inquiry
URGENT: I see a suspicious transaction,fraud_report
Why is my account blocked?,account_blocked
I want a refund,refund_request
Help me reset my password,password_reset
Money didn't go through,transaction_failed
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
URGENT: I see a suspicious transaction,fraud_report
What payment methods do you accept?,payment_methods
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
URGENT: Can I pay with mobile money?,payment_methods
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
Why is my account blocked?,account_blocked
"Please, I'm not sure but how do i get my money back?",refund_request
Update email address,account_update
I can't access my account,account_blocked
"Please, I'm not sure but can i pay with mobile money?",payment_methods
"Please, I'm not sure but can i pay with mobile money?",payment_methods
TRANSFER NOT SUCCESSFUL!!!,transaction_failed
"Please, I'm not sure but my account got locked",account_blocked
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
URGENT: How do I get my money back?,refund_request
URGENT: My account got locked,account_blocked
I can't access my account,account_blocked
How much money do I have?,balance_inquiry
How do I update my details?,account_update
How do I update my details?,account_update
Do you accept debit cards?,payment_methods
Can I apply for a loan?,loan_inquiry
Unauthorized transaction detected,fraud_report
URGENT: Help me reset my password,password_reset
Unauthorized transaction detected,fraud_report
What payment methods do you accept?,payment_methods
URGENT: Unauthorized transaction detected,fraud_report
"Please, I'm not sure but how do i get my money back?",refund_request
URGENT: I see a suspicious transaction,fraud_report
"Please, I'm not sure but change my phone number",account_update
Transfer not successful,transaction_failed
URGENT: Loan options available?,loan_inquiry
"Please, I'm not sure but how do i get my money back?",refund_request
"Can't log in, password not working",password_reset
URGENT: How do I update my details?,account_update
HOW DO I GET A LOAN?!!!,loan_inquiry
URGENT: Check my account balance,balance_inquiry
Update email address,account_update
Do you accept debit cards?,payment_methods
How do I get a loan?,loan_inquiry
MONEY DIDN'T GO THROUGH!!!,transaction_failed
HOW DO I GET A LOAN?!!!,loan_inquiry
Do you accept debit cards?,payment_methods
Help me reset my password,password_reset
URGENT: Verification code not received,otp_issue
TRANSFER NOT SUCCESSFUL!!!,transaction_failed
Change my phone number,account_update
"Please, I'm not sure but how do i get a loan?",loan_inquiry
"Please, I'm not sure but transfer not successful",transaction_failed
URGENT: OTP not coming,otp_issue
HELP ME RESET MY PASSWORD!!!,password_reset
VERIFICATION CODE NOT RECEIVED!!!,otp_issue
Update email address,account_update
URGENT: Loan options available?,loan_inquiry
URGENT: I want a refund,refund_request
UPDATE EMAIL ADDRESS!!!,account_update
URGENT: Loan options available?,loan_inquiry
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
"Please, I'm not sure but i didn't receive otp",otp_issue
Verification code not received,otp_issue
URGENT: Verification code not received,otp_issue
URGENT: Why is my account blocked?,account_blocked
My transaction failed,transaction_failed
Loan options available?,loan_inquiry
TRANSFER NOT SUCCESSFUL!!!,transaction_failed
CHECK MY ACCOUNT BALANCE!!!,balance_inquiry
URGENT: Update email address,account_update
CHANGE MY PHONE NUMBER!!!,account_update
Can I apply for a loan?,loan_inquiry
URGENT: I forgot my password,password_reset
Update email address,account_update
URGENT: I want a refund,refund_request
Transfer not successful,transaction_failed
How much money do I have?,balance_inquiry
URGENT: I didn't receive OTP,otp_issue
URGENT: Unauthorized transaction detected,fraud_report
Change my phone number,account_update
"Please, I'm not sure but i can't access my account",account_blocked
HOW DO I UPDATE MY DETAILS?!!!,account_update
How much money do I have?,balance_inquiry
URGENT: Transfer not successful,transaction_failed
"Please, I'm not sure but verification code not received",otp_issue
"Please, I'm not sure but i want a refund",refund_request
"Please, I'm not sure but why is my account blocked?",account_blocked
"Please, I'm not sure but how do i update my details?",account_update
HELP ME RESET MY PASSWORD!!!,password_reset
URGENT: How do I get a loan?,loan_inquiry
Transfer not successful,transaction_failed
Update email address,account_update
URGENT: I can't access my account,account_blocked
I can't access my account,account_blocked
I want a refund,refund_request
What payment methods do you accept?,payment_methods
MONEY DIDN'T GO THROUGH!!!,transaction_failed
I didn't receive OTP,otp_issue
"Please, I'm not sure but what payment methods do you accept?",payment_methods
Loan options available?,loan_inquiry
URGENT: OTP not coming,otp_issue
CAN I APPLY FOR A LOAN?!!!,loan_inquiry
"Please, I'm not sure but why is my account blocked?",account_blocked
"Please, I'm not sure but change my phone number",account_update
"Please, I'm not sure but verification code not received",otp_issue
UPDATE EMAIL ADDRESS!!!,account_update
I forgot my password,password_reset
I see a suspicious transaction,fraud_report
I didn't receive OTP,otp_issue
"Please, I'm not sure but transfer not successful",transaction_failed
Money didn't go through,transaction_failed
Can I apply for a loan?,loan_inquiry
URGENT: I see a suspicious transaction,fraud_report
URGENT: My account got locked,account_blocked
Requesting refund for a transaction,refund_request
Verification code not received,otp_issue
HOW DO I GET A LOAN?!!!,loan_inquiry
UNAUTHORIZED TRANSACTION DETECTED!!!,fraud_report
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
HOW DO I GET A LOAN?!!!,loan_inquiry
How do I update my details?,account_update
"Please, I'm not sure but why is my account blocked?",account_blocked
Transfer not successful,transaction_failed
Update email address,account_update
Can I pay with mobile money?,payment_methods
How do I update my details?,account_update
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
URGENT: Can I apply for a loan?,loan_inquiry
URGENT: I want a refund,refund_request
URGENT: Why is my account blocked?,account_blocked
Unauthorized transaction detected,fraud_report
UNAUTHORIZED TRANSACTION DETECTED!!!,fraud_report
I see a suspicious transaction,fraud_report
Why is my account blocked?,account_blocked
Can I apply for a loan?,loan_inquiry
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
URGENT: Help me reset my password,password_reset
How much money do I have?,balance_inquiry
Can I pay with mobile money?,payment_methods
URGENT: How do I get a loan?,loan_inquiry
Verification code not received,otp_issue
Loan options available?,loan_inquiry
How do I update my details?,account_update
"Please, I'm not sure but do you accept debit cards?",payment_methods
"Please, I'm not sure but someone used my account",fraud_report
"URGENT: Can't log in, password not working",password_reset
URGENT: Unauthorized transaction detected,fraud_report
CHANGE MY PHONE NUMBER!!!,account_update
Requesting refund for a transaction,refund_request
URGENT: Loan options available?,loan_inquiry
HOW DO I UPDATE MY DETAILS?!!!,account_update
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
URGENT: How do I update my details?,account_update
"Please, I'm not sure but i can't access my account",account_blocked
Verification code not received,otp_issue
My transaction failed,transaction_failed
Requesting refund for a transaction,refund_request
Can I pay with mobile money?,payment_methods
"Can't log in, password not working",password_reset
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
What payment methods do you accept?,payment_methods
Why is my account blocked?,account_blocked
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
I forgot my password,password_reset
Do you accept debit cards?,payment_methods
Update email address,account_update
"Please, I'm not sure but my account got locked",account_blocked
"Please, I'm not sure but check my account balance",balance_inquiry
I want a refund,refund_request
"Please, I'm not sure but transfer not successful",transaction_failed
"Please, I'm not sure but what is my balance?",balance_inquiry
URGENT: How do I get my money back?,refund_request
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
I see a suspicious transaction,fraud_report
"Can't log in, password not working",password_reset
Loan options available?,loan_inquiry
"Please, I'm not sure but otp not coming",otp_issue
HOW DO I GET A LOAN?!!!,loan_inquiry
"CAN'T LOG IN, PASSWORD NOT WORKING!!!",password_reset
Do you accept debit cards?,payment_methods
I see a suspicious transaction,fraud_report
"Please, I'm not sure but change my phone number",account_update
Money didn't go through,transaction_failed
CAN I APPLY FOR A LOAN?!!!,loan_inquiry
"Please, I'm not sure but i see a suspicious transaction",fraud_report
"Can't log in, password not working",password_reset
"Please, I'm not sure but how do i get my money back?",refund_request
How do I update my details?,account_update
What payment methods do you accept?,payment_methods
HOW DO I UPDATE MY DETAILS?!!!,account_update
I DIDN'T RECEIVE OTP!!!,otp_issue
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
MY TRANSACTION FAILED!!!,transaction_failed
URGENT: How do I get a loan?,loan_inquiry
"URGENT: Can't log in, password not working",password_reset
UNAUTHORIZED TRANSACTION DETECTED!!!,fraud_report
Transfer not successful,transaction_failed
Can I pay with mobile money?,payment_methods
"Please, I'm not sure but update email address",account_update
"Please, I'm not sure but change my phone number",account_update
URGENT: How do I get a loan?,loan_inquiry
What payment methods do you accept?,payment_methods
Change my phone number,account_update
Transfer not successful,transaction_failed
I see a suspicious transaction,fraud_report
"Please, I'm not sure but update email address",account_update
Verification code not received,otp_issue
My transaction failed,transaction_failed
URGENT: I didn't receive OTP,otp_issue
Money didn't go through,transaction_failed
Requesting refund for a transaction,refund_request
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
Help me reset my password,password_reset
What payment methods do you accept?,payment_methods
"Please, I'm not sure but change my phone number",account_update
I see a suspicious transaction,fraud_report
"Please, I'm not sure but requesting refund for a transaction",refund_request
URGENT: I forgot my password,password_reset
URGENT: OTP not coming,otp_issue
I can't access my account,account_blocked
URGENT: How do I update my details?,account_update
I WANT A REFUND!!!,refund_request
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
How much money do I have?,balance_inquiry
Money didn't go through,transaction_failed
Why is my account blocked?,account_blocked
"Please, I'm not sure but how do i get my money back?",refund_request
"Can't log in, password not working",password_reset
What payment methods do you accept?,payment_methods
How do I update my details?,account_update
Verification code not received,otp_issue
Transfer not successful,transaction_failed
URGENT: What is my balance?,balance_inquiry
"Please, I'm not sure but how do i get my money back?",refund_request
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
"Please, I'm not sure but check my account balance",balance_inquiry
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
Loan options available?,loan_inquiry
Why is my account blocked?,account_blocked
"Please, I'm not sure but check my account balance",balance_inquiry
HOW DO I GET A LOAN?!!!,loan_inquiry
Update email address,account_update
URGENT: Requesting refund for a transaction,refund_request
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
I want a refund,refund_request
URGENT: How do I get my money back?,refund_request
"Please, I'm not sure but requesting refund for a transaction",refund_request
"Please, I'm not sure but verification code not received",otp_issue
URGENT: I want a refund,refund_request
Can I apply for a loan?,loan_inquiry
URGENT: I forgot my password,password_reset
Why is my account blocked?,account_blocked
Requesting refund for a transaction,refund_request
"Can't log in, password not working",password_reset
"Please, I'm not sure but how do i get a loan?",loan_inquiry
"Can't log in, password not working",password_reset
I see a suspicious transaction,fraud_report
URGENT: OTP not coming,otp_issue
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
I want a refund,refund_request
Requesting refund for a transaction,refund_request
URGENT: Why is my account blocked?,account_blocked
URGENT: I want a refund,refund_request
Check my account balance,balance_inquiry
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
URGENT: Update email address,account_update
URGENT: Check my account balance,balance_inquiry
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
I forgot my password,password_reset
HELP ME RESET MY PASSWORD!!!,password_reset
"Please, I'm not sure but someone used my account",fraud_report
URGENT: I didn't receive OTP,otp_issue
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
I DIDN'T RECEIVE OTP!!!,otp_issue
My transaction failed,transaction_failed
"Please, I'm not sure but change my phone number",account_update
MY TRANSACTION FAILED!!!,transaction_failed
"CAN'T LOG IN, PASSWORD NOT WORKING!!!",password_reset
Unauthorized transaction detected,fraud_report
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
I can't access my account,account_blocked
"Can't log in, password not working",password_reset
Can I apply for a loan?,loan_inquiry
I didn't receive OTP,otp_issue
"Please, I'm not sure but how do i get a loan?",loan_inquiry
How do I update my details?,account_update
URGENT: I see a suspicious transaction,fraud_report
URGENT: My account got locked,account_blocked
How much money do I have?,balance_inquiry
I didn't receive OTP,otp_issue
HELP ME RESET MY PASSWORD!!!,password_reset
URGENT: I didn't receive OTP,otp_issue
Requesting refund for a transaction,refund_request
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
What payment methods do you accept?,payment_methods
Loan options available?,loan_inquiry
Unauthorized transaction detected,fraud_report
I forgot my password,password_reset
Loan options available?,loan_inquiry
"Please, I'm not sure but verification code not received",otp_issue
URGENT: Help me reset my password,password_reset
"Please, I'm not sure but otp not coming",otp_issue
I WANT A REFUND!!!,refund_request
Verification code not received,otp_issue
Why is my account blocked?,account_blocked
Verification code not received,otp_issue
Money didn't go through,transaction_failed
I want a refund,refund_request
VERIFICATION CODE NOT RECEIVED!!!,otp_issue
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
How much money do I have?,balance_inquiry
Do you accept debit cards?,payment_methods
My transaction failed,transaction_failed
"Please, I'm not sure but i can't access my account",account_blocked
How do I get a loan?,loan_inquiry
What payment methods do you accept?,payment_methods
DO YOU ACCEPT DEBIT CARDS?!!!,payment_methods
Unauthorized transaction detected,fraud_report
Can I apply for a loan?,loan_inquiry
Verification code not received,otp_issue
What payment methods do you accept?,payment_methods
"Please, I'm not sure but how do i get a loan?",loan_inquiry
"Please, I'm not sure but update email address",account_update
HELP ME RESET MY PASSWORD!!!,password_reset
URGENT: I didn't receive OTP,otp_issue
How do I update my details?,account_update
I forgot my password,password_reset
URGENT: Can I pay with mobile money?,payment_methods
URGENT: Transfer not successful,transaction_failed
MONEY DIDN'T GO THROUGH!!!,transaction_failed
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
URGENT: Loan options available?,loan_inquiry
URGENT: Unauthorized transaction detected,fraud_report
MONEY DIDN'T GO THROUGH!!!,transaction_failed
"Please, I'm not sure but what payment methods do you accept?",payment_methods
My transaction failed,transaction_failed
VERIFICATION CODE NOT RECEIVED!!!,otp_issue
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
Help me reset my password,password_reset
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
MONEY DIDN'T GO THROUGH!!!,transaction_failed
"Please, I'm not sure but check my account balance",balance_inquiry
URGENT: I can't access my account,account_blocked
"Can't log in, password not working",password_reset
"Please, I'm not sure but i didn't receive otp",otp_issue
"Please, I'm not sure but someone used my account",fraud_report
Change my phone number,account_update
Verification code not received,otp_issue
URGENT: My account got locked,account_blocked
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
"Please, I'm not sure but do you accept debit cards?",payment_methods
Check my account balance,balance_inquiry
Money didn't go through,transaction_failed
I forgot my password,password_reset
I FORGOT MY PASSWORD!!!,password_reset
Update email address,account_update
I want a refund,refund_request
URGENT: I can't access my account,account_blocked
Can I pay with mobile money?,payment_methods
MY TRANSACTION FAILED!!!,transaction_failed
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
Loan options available?,loan_inquiry
I didn't receive OTP,otp_issue
Transfer not successful,transaction_failed
HOW DO I UPDATE MY DETAILS?!!!,account_update
URGENT: How do I get my money back?,refund_request
"URGENT: Can't log in, password not working",password_reset
Why is my account blocked?,account_blocked
Help me reset my password,password_reset
How much money do I have?,balance_inquiry
Update email address,account_update
Check my account balance,balance_inquiry
CHECK MY ACCOUNT BALANCE!!!,balance_inquiry
"Please, I'm not sure but do you accept debit cards?",payment_methods
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
My transaction failed,transaction_failed
"Please, I'm not sure but my account got locked",account_blocked
I can't access my account,account_blocked
TRANSFER NOT SUCCESSFUL!!!,transaction_failed
"Please, I'm not sure but do you accept debit cards?",payment_methods
Can I pay with mobile money?,payment_methods
Loan options available?,loan_inquiry
I forgot my password,password_reset
I can't access my account,account_blocked
LOAN OPTIONS AVAILABLE?!!!,loan_inquiry
I FORGOT MY PASSWORD!!!,password_reset
Requesting refund for a transaction,refund_request
My transaction failed,transaction_failed
"Please, I'm not sure but can i pay with mobile money?",payment_methods
My transaction failed,transaction_failed
Check my account balance,balance_inquiry
"Please, I'm not sure but how do i get my money back?",refund_request
My transaction failed,transaction_failed
Transfer not successful,transaction_failed
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
I DIDN'T RECEIVE OTP!!!,otp_issue
URGENT: Transfer not successful,transaction_failed
URGENT: Requesting refund for a transaction,refund_request
I want a refund,refund_request
"CAN'T LOG IN, PASSWORD NOT WORKING!!!",password_reset
"Please, I'm not sure but change my phone number",account_update
Update email address,account_update
"Please, I'm not sure but check my account balance",balance_inquiry
"Please, I'm not sure but i want a refund",refund_request
"Please, I'm not sure but check my account balance",balance_inquiry
URGENT: Can I pay with mobile money?,payment_methods
URGENT: How do I get my money back?,refund_request
UNAUTHORIZED TRANSACTION DETECTED!!!,fraud_report
Update email address,account_update
URGENT: Verification code not received,otp_issue
I forgot my password,password_reset
URGENT: Unauthorized transaction detected,fraud_report
Requesting refund for a transaction,refund_request
URGENT: Check my account balance,balance_inquiry
"Please, I'm not sure but transfer not successful",transaction_failed
"Please, I'm not sure but i see a suspicious transaction",fraud_report
How do I update my details?,account_update
Unauthorized transaction detected,fraud_report
Verification code not received,otp_issue
"Please, I'm not sure but update email address",account_update
URGENT: Loan options available?,loan_inquiry
URGENT: Check my account balance,balance_inquiry
REQUESTING REFUND FOR A TRANSACTION!!!,refund_request
